	Query	Start_SPAligner	End_SPAligner	Path_SPAligner	Start_GraphAligner	End_GraphAligner	Path_GraphAligner	SPAlignerVSGraphAligner
272	gb|JQ029959|+|28-889|ARO:3001184|SHV-142	1	0	0	24	884	5151.0	Different
273	gb|JQ034306|+|0-861|ARO:3001376|TEM-196	1	0	0	37	897	5967.0	Different
274	gb|JQ341060.1|-|881-1742|ARO:3001344|SHV-143	1	0	0	24	884	5151.0	Different
275	gb|JQ388884|+|0-861|ARO:3001183|SHV-141	1	0	0	24	884	5151.0	Different
276	gb|JQ808129|+|633-1188|ARO:3002546|AAC(6')-Ib	88	642	7593+	88	642	7593.0	Different
277	gb|JQ926986|+|0-861|ARO:3001345|SHV-144	1	0	0	24	884	5151.0	Different
278	gb|JX013655|+|0-861|ARO:3001185|SHV-145	1	0	0	24	884	5151.0	Different
279	gb|JX042489|+|141-1002|ARO:3000890|TEM-19	37	897	5967+	37	897	5967.0	Different
280	gb|JX050178|+|0-853|ARO:3001058|TEM-199	1	0	0	0	0	0.0	Different
281	gb|JX121114|+|0-858|ARO:3001186|SHV-147	1	0	0	24	881	5151.0	Different
282	gb|JX121115|+|0-858|ARO:3001187|SHV-148	1	0	0	24	879	5151.0	Different
283	gb|JX121116|+|0-858|ARO:3001188|SHV-149	1	0	0	24	881	5151.0	Different
284	gb|JX121117|+|0-858|ARO:3001189|SHV-150	1	0	0	24	881	5151.0	Different
285	gb|JX121118|+|0-858|ARO:3001190|SHV-151	1	0	0	24	881	5151.0	Different
286	gb|JX121119|+|0-858|ARO:3001191|SHV-152	1	0	0	24	881	5151.0	Different
287	gb|JX121120|+|0-858|ARO:3001192|SHV-153	1	0	0	24	881	5151.0	Different
288	gb|JX121121|+|0-858|ARO:3001193|SHV-154	1	0	0	24	881	5151.0	Different
289	gb|JX121122|+|0-858|ARO:3001194|SHV-155	1	0	0	24	879	5151.0	Different
290	gb|JX121123|+|0-861|ARO:3001195|SHV-156	1	0	0	24	884	5151.0	Different
291	gb|JX121124|+|0-861|ARO:3001196|SHV-157	1	0	0	24	884	5151.0	Different
292	gb|JX121125|+|0-858|ARO:3001197|SHV-158	1	0	0	24	881	5151.0	Different
293	gb|JX121126|+|0-858|ARO:3001198|SHV-159	24	881	5151-	24	881	5151.0	Different
294	gb|JX121127|+|0-861|ARO:3001199|SHV-160	24	884	5151-	24	884	5151.0	Different
295	gb|JX121128|+|0-861|ARO:3001200|SHV-161	24	884	5151-	24	884	5151.0	Different
296	gb|JX121129|+|0-858|ARO:3001201|SHV-162	24	881	5151-	24	881	5151.0	Different
297	gb|JX121130|+|0-858|ARO:3001202|SHV-163	24	879	5151-	24	879	5151.0	Different
298	gb|JX121131|+|0-858|ARO:3001203|SHV-165	24	881	5151-	24	881	5151.0	Different
299	gb|JX268631|+|0-861|ARO:3001091|SHV-33	1	0	0	24	884	5151.0	Different
300	gb|JX310327|+|0-861|ARO:3001378|TEM-201	37	897	5967+	37	897	5967.0	Different
301	gb|JX870080|+|0-861|ARO:3001352|SHV-168	24	884	5151-	24	884	5151.0	Different
302	gb|KC149518|+|0-861|ARO:3001369|TEM-153	37	897	5967+	37	897	5967.0	Different
303	gb|KC243783|+|0-2007|ARO:3000617|mecA	1	0	0	7594	9600	32799.0	Different
304	gb|KC292503|+|4334-5195|ARO:3000904|TEM-34	37	897	5967+	37	897	5967.0	Different
305	gb|KC783461|+|0-861|ARO:3001383|TEM-206	37	897	5967+	37	897	5967.0	Different
306	gb|KC818234|+|0-861|ARO:3001384|TEM-207	37	897	5967+	37	897	5967.0	Different
307	gb|KC865667|+|183-1044|ARO:3001385|TEM-208	37	897	5967+	37	897	5967.0	Different
308	gb|KC900516|+|0-858|ARO:3001382|TEM-205	37	894	5967+	37	894	5967.0	Different
309	gb|KF240808|+|0-861|ARO:3001386|TEM-209	37	897	5967+	37	897	5967.0	Different
310	gb|KF513177|+|0-861|ARO:3001356|SHV-172	24	884	5151-	24	884	5151.0	Different
311	gb|KF513178|+|0-861|ARO:3001357|SHV-173	24	884	5151-	24	884	5151.0	Different
312	gb|KF513179|+|0-861|ARO:3001388|TEM-211	37	897	5967+	37	897	5967.0	Different
313	gb|KF663615|+|0-858|ARO:3001390|TEM-213	37	894	5967+	37	894	5967.0	Different
314	gb|KF705208|+|0-861|ARO:3001362|SHV-179	24	884	5151-	24	884	5151.0	Different
315	gb|KF705209|+|0-861|ARO:3001361|SHV-178	24	884	5151-	24	884	5151.0	Different
316	gb|KF921535.1|+|617-1091|ARO:3002859|dfrA14	1	0	0	73	546	27465.0	Different
317	gb|KF944358|+|0-861|ARO:3001393|TEM-216	37	897	5967+	37	897	5967.0	Different
318	gb|KJ776406|+|16-877|ARO:3001340|SHV-119	24	884	5151-	24	884	5151.0	Different
319	gb|KM114268|+|0-861|ARO:3003157|TEM-219	37	897	5967+	37	897	5967.0	Different
320	gb|KM233164|+|0-861|ARO:3003152|SHV-185	24	884	5151-	24	884	5151.0	Different
321	gb|KM233165|+|0-861|ARO:3003153|SHV-186	24	884	5151-	24	884	5151.0	Different
322	gb|KM998962.1|+|0-861|ARO:3003158|TEM-220	37	897	5967+	37	897	5967.0	Different
323	gb|KP050487.1|+|0-861|ARO:3001350|SHV-180	24	884	5151-	24	884	5151.0	Different
324	gb|KP050489|+|0-861|ARO:3001364|SHV-182	24	884	5151-	24	884	5151.0	Different
325	gb|KP050491|+|0-861|ARO:3001391|TEM-214	37	897	5967+	37	897	5967.0	Different
326	gb|KP050492|+|0-861|ARO:3001392|TEM-215	37	897	5967+	37	897	5967.0	Different
327	gb|KP050494|+|0-861|ARO:3003156|SHV-189	24	884	5151-	24	884	5151.0	Different
328	gb|KP143090.1|-|1199-1619|ARO:3003209|FosA5	1	0	0	13889	14308	1851.0	Different
329	gb|KU254579.1|+|59421-59841|ARO:3004111|FosA6	1	0	0	13889	14308	1851.0	Different
330	gb|KX092356.1|+|192-1053|ARO:3001062|SHV-3	1	0	0	24	884	5151.0	Different
331	gb|KY432484.1|+|0-861|ARO:3001051|TEM-191	1	0	0	37	897	5967.0	Different
332	gb|LK391770.1|+|19707-20568|ARO:3000876|TEM-4	1	0	0	37	897	5967.0	Different
333	gb|LN515533|+|0-867|ARO:3003154|SHV-187	18	884	5151-	18	884	5151.0	Different
334	gb|LN515534|+|0-873|ARO:3003155|SHV-188	18	884	5151-	18	884	5151.0	Different
335	gb|LT985229.1|+|36107-36968|ARO:3001063|SHV-4	24	884	5151-	24	884	5151.0	Different
336	gb|M55547|+|0-825|ARO:3001404|OXA-9	1	0	0	1560	2384	7593.0	Different
337	gb|M88143|+|367-1228|ARO:3000884|TEM-12	37	897	5967+	37	897	5967.0	Different
338	gb|NG_050218.1|+|0-1061|ARO:3001044|TEM-181	1	0	0	0	0	0.0	Different
339	gb|NG_050256.1|+|100-961|ARO:3000896|TEM-26	37	897	5967+	37	897	5967.0	Different
340	gb|S82452|+|120-978|ARO:3001068|SHV-9	24	884	5151-	24	884	5151.0	Different
341	gb|U00096.3|-|3203309-3204131|ARO:3002986|bacA	1	0	0	6668	7487	7845.0	Different
342	gb|U00096.3|-|4377810-4378944|ARO:3004290|Escherichia_coli_ampC	1	0	0	13481	14614	4579.0	Different
343	gb|U00096.3|-|721055-721733|ARO:3003841|kdpE	1	0	0	19427	20104	7827.0	Different
344	gb|U00096|+|2367070-2368039|ARO:3003578|pmrF	23377	24345	3167-	23377	24345	3167.0	Different
345	gb|U00096|-|2098446-2099613|ARO:3003577|ugd	1	0	0	1620	2786	3493.0	Different
346	gb|U20270|+|124-985|ARO:3001066|SHV-7	1	0	0	24	884	5151.0	Different
347	gb|U36911.1|+|1429-2290|ARO:3000979|TEM-116	37	897	5967+	37	897	5967.0	Different
348	gb|U37195|+|75-936|ARO:3000898|TEM-28	37	897	5967+	37	897	5967.0	Different
349	gb|U59183|+|247-859|ARO:3002581|AAC(6')-Ib10	40	642	7593+	56	642	7593.0	Different
350	gb|U92041|+|0-861|ARO:3001067|SHV-8	1	0	0	24	884	5151.0	Different
351	gb|U95363|+|0-861|ARO:3000912|TEM-43	1	0	0	37	897	5967.0	Different
352	gb|V00622|+|243-903|ARO:3002683|catI	1	0	0	209	868	77.0	Different
353	gb|X02588.1|+|330-1113|ARO:3002630|ANT(9)-Ia	3649	4431	499+	3649	4431	499.0	Different
354	gb|X03216.1|-|4550-5282|ARO:3000347|ErmA	1	0	0	1427	2158	499.0	Different
355	gb|X53796.1|+|186-828|ARO:3004656|catII_from_Escherichia_coli_K-12	1	0	0	720	1361	173.0	Different
356	gb|X54606|+|214-1075|ARO:3000874|TEM-2	37	897	5967+	37	897	5967.0	Different
357	gb|X55640|+|111-972|ARO:3001064|SHV-5	24	884	5151-	24	884	5151.0	Different
358	gb|X57972|+|339-1200|ARO:3000878|TEM-6	1	0	0	37	897	5967.0	Different
359	gb|X64523.1|-|476-1337|ARO:3000875|TEM-3	37	897	5967+	37	897	5967.0	Different
360	gb|X65252|+|175-1036|ARO:3000880|TEM-8	37	897	5967+	37	897	5967.0	Different
361	gb|X65253|+|175-1036|ARO:3000894|TEM-24	37	897	5967+	37	897	5967.0	Different
362	gb|X65254|+|175-1036|ARO:3000887|TEM-16	37	897	5967+	37	897	5967.0	Different
363	gb|X95401|+|208-1069|ARO:3000914|TEM-45	1	0	0	37	897	5967.0	Different
364	gb|X97254|+|153-1011|ARO:3001043|TEM-178	37	897	5967+	37	897	5967.0	Different
365	gb|X98047|+|0-844|ARO:3000911|TEM-42	1	0	0	46	888	5967.0	Different
366	gb|X98101|+|73-934|ARO:3001070|SHV-11	24	884	5151-	24	884	5151.0	Different
367	gb|X98102|+|73-934|ARO:3001061|SHV-2A	1	0	0	24	884	5151.0	Different
368	gb|Y10279|+|0-861|ARO:3000916|TEM-47	1	0	0	37	897	5967.0	Different
369	gb|Y10280|+|0-861|ARO:3000917|TEM-48	1	0	0	37	897	5967.0	Different
370	gb|Y10281|+|0-861|ARO:3000918|TEM-49	1	0	0	37	897	5967.0	Different
371	gb|Y11069|+|0-780|ARO:3001065|SHV-6	1	0	0	54	833	5151.0	Different
372	gb|Y13612|+|0-861|ARO:3000921|TEM-52	1	0	0	37	897	5967.0	Different
373	gb|Y14574|+|0-861|ARO:3000888|TEM-17	37	897	5967+	37	897	5967.0	Different
374	gb|Y17581|+|78-936|ARO:3000891|TEM-20	37	894	5967+	37	894	5967.0	Different
375	gb|Y17582|+|0-858|ARO:3000892|TEM-21	37	894	5967+	37	894	5967.0	Different
376	gb|Y17583|+|213-1071|ARO:3000893|TEM-22	37	894	5967+	37	894	5967.0	Different
377	gb|Y17584|+|0-858|ARO:3000899|TEM-29	37	894	5967+	37	894	5967.0	Different
